student_id,age,gender,gaming_hours,study_hours,sleep_hours,attendance,gaming_genre,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades,letter_grade
4829,19,Male,0.74,2.58,7.38,77.37,Casual,1.19,5.38,312.43,6.23,Medium,68.49,D+
4830,24,Male,4.6,6.41,4.59,80.92,FPS,2.42,10.33,264.03,11.8,Medium,56.83,F
4831,17,Male,7.82,7.35,7.46,72.33,FPS,4.19,10.87,230.86,17.41,Low,70.53606020508536,C-
4832,18,Female,6.58,4.55,5.19,92.82,RPG,1.21,11.11,232.66,15.37,Low,47.11,F
4833,19,Female,3.49,1.35,6.86,62.27,Casual,3.3,8.66,283.59,10.49,Medium,42.15,F
4834,20,Female,4.29,9.18,4.86,94.63,Casual,1.27,9.45,270.03,12.42,High,91.03,A-
4835,16,Male,2.24,7.58,7.63,88.93,FPS,0.71,3.41,280.05,7.84,Medium,99.61,A
4836,22,Male,1.3,3.45,4.3,77.85,Casual,4.72,4.08,291.45,6.41,Medium,61.09,D-
4837,22,Female,3.86,5.47,4.83,96.98,Casual,3.17,4.93,263.83,8.34,Medium,66.3741177334196,D
4838,24,Female,3.71,1.25,4.92,88.09,RPG,0.52,7.51,280.61,9.23,Medium,30.07,F
4839,19,Other,4.18,4.05,4.21,97.24,FPS,3.16,9.51,266.47,10.57,Medium,59.53,F
4840,21,Male,7.62,5.7,7.73,78.9,RPG,0.88,12.69,228.31,19.79,Low,46.58,F
4841,17,Male,4.83,5.66,8.9,78.12,Casual,4.44,9.89,275.7,12.68,Medium,69.91,D+
4842,19,Female,4.85,2.87,7.89,81.23,Casual,1.24,7.61,266.23,16,Medium,48.49,F
4843,17,Female,1.02,7.99,8.3,62.62,FPS,4.03,2.25,301.33,2.53,Medium,100,A
4844,20,Female,7.97,3.69,4.03,96.34,FPS,1,9.83,214.49,19.91,Low,26.73,F
4845,22,Female,6.18,6.22,4.59,86.71,FPS,2.79,10.53,248.89,17.6,Low,46.9,F
4846,16,Female,7.02,3.44,6.8,84.7,RPG,4.56,8.69,226.05,17.88,Low,36.52,F
4847,22,Female,3.31,4.83,8.89,97.06,RPG,1.48,4.94,292.81,6.78,Medium,94.9,A
4848,21,Female,4.02,2.87,7.3,99.75,RPG,0.41,6.79,274.22,9.26,Medium,69.3,D+
4849,21,Other,4.18,6.7,5.87,66.54,RPG,2.76,5.65,271.13,8.77,Medium,55.39,F
4850,23,Female,1.55,4.83,4.73,89.96,FPS,0.86,4.2,291.85,7.37,Medium,66.96,D
4851,23,Male,5.52,1.15,4.76,83.2,FPS,3.64,11.37,259.95,13.06,Low,33.99,F
4852,21,Male,7.22,1.25,5.81,78.44,FPS,2.95,8.32,244.64,13.83,Low,19.95,F
4853,18,Female,1.31,5.24,7.57,99.1,FPS,1.73,6.46,302.92,6.58,Medium,93.71,A
4854,20,Male,0.69,2.65,4.16,94.01,Casual,3.53,6.66,321,1.71,Medium,62.24,D-
4855,17,Female,5.91,6.27,8.26,87.87,FPS,1.19,9.09,245.03,14.95,Low,66.7,D
4856,20,Male,2.19,4.67,8.71,75.31,RPG,4.59,7.91,293.1,4.96,Medium,75.64,C
4857,24,Male,4.99,6.89,8.44,86.64,FPS,1.73,7.3,280.98,10.31,Medium,82.45,B-
4858,16,Female,5.57,9.57,8.57,81.27,RPG,3.81,11.48,249.45,16.41,Low,94.9118970360268,A
4859,20,Male,2.58,5.76,4.08,69.97,RPG,1.29,7.89,294.44,6.7,Medium,67.91,D+
4860,21,Male,6.52,8.09,8.89,78.02,FPS,3.57,11.94,237.87,16.36,Low,79.82961213970665,C+
4861,22,Male,4.4,7.78,5.83,68.49,RPG,0.16,6.05,270,12.04,High,75.65,C
4862,24,Female,6.95,9.3,8.35,80.02,FPS,1.48,12.3,243.56,14.3,Low,88.73077871780677,B+
4863,21,Male,6.11,2.93,4.93,88.81,RPG,0.46,11.82,237.67,15.42,Low,27.06,F
4864,20,Female,6.95,8.45,6.23,61.47,Casual,2.26,12.05,229.55,17.74,Low,70.94788725707579,C-
4865,22,Male,0.16,9.15,4.22,90.62,RPG,2.18,1.62,323.76,-1.79,High,91.8,A-
4866,16,Female,1.95,4.53,4.2,60.8,Casual,1.8,3.37,298.22,2.53,Medium,68.43,D+
4867,20,Male,0.72,3.82,8.72,80.69,FPS,4.91,3.51,323.08,6.07,Medium,83.06,B
4868,17,Male,3.54,9.57,8.05,82.94,FPS,1.22,8.06,280.22,7.05,Medium,100,A
4869,19,Male,7.12,6.65,6.65,90.45,FPS,3.96,8.18,253.16,14.07,Low,53.17,F
4870,22,Male,3.74,4.43,6.63,90.44,FPS,2.24,9.49,282.09,6.32,Medium,63.92,D
4871,20,Female,6.8,8.13,7.74,76.7,RPG,1.67,10.43,257.19,13.84,Low,76.5539300231175,C
4872,21,Male,2.62,3.74,5.71,62.65,RPG,1.02,5.41,305.46,8.19,Medium,49.15,F
4873,17,Male,2.72,2.59,7.81,87.74,Casual,3.17,6.53,280.94,9.26,Medium,67.01,D+
4874,18,Female,7.16,5.9,6.43,80.44,Casual,1.67,11.74,248.88,18.2,Low,45.14,F
4875,22,Male,3.41,6.1,7.19,73.32,RPG,4.06,5.78,288.48,7.94,Medium,71.48078015986349,C-
4876,17,Male,6.32,8.43,8.82,69.39,RPG,4.84,8.78,252.86,11.72,Low,92.8776669441845,A-
4877,21,Female,1.89,5.11,6.36,64.79,FPS,1.14,5.23,309.17,6.28,Medium,76.67,C
4878,20,Female,7.59,8.33,6.09,71.81,RPG,0.64,11.94,225.83,16.47,Low,72.526711211123,C-
4879,16,Male,4.6,3.8,8.53,78.34,FPS,1.58,9.13,268.08,8.25,Medium,66.35507421343766,D
4880,19,Male,6.07,6.18,8.51,79.1,RPG,2.34,8.69,242.95,13.51,Low,66.6,D
4881,17,Other,0.72,2.88,8.96,83.31,Casual,1.5,3.33,334.46,5.29,Medium,80.57,B-
4882,19,Male,3.94,4.47,6.75,74.5,RPG,4.85,7.38,265.19,11.82,Medium,53.26,F
4883,16,Other,7.21,8.72,5.72,96.8,FPS,3.9,10.92,220.7,18.63,High,76.24431349439914,C
4884,17,Male,7.02,2.94,5.2,79.83,Casual,4.83,11.27,227.58,16.77,Low,19.89,F
4885,23,Female,0.37,8.29,4.17,76.95,FPS,1.87,4.46,315.01,0.93,High,82.62,B-
4886,21,Male,2.43,3.55,7.63,61.93,Casual,1.52,5.29,290.22,7.46,Medium,58.42,F
4887,17,Female,3.55,1.31,5.17,83.96,Casual,2.04,6.03,286.3,8.64,Medium,50.85,F
4888,21,Male,1.38,1.99,7.03,84.11,RPG,2.61,3.92,303.75,3.52,Medium,70.97,C-
4889,24,Female,5.84,7.71,8.58,83.33,FPS,3.71,10.07,244.97,15.13,Low,85.65129954795526,B
4890,22,Male,1.48,3.36,8.75,95.5,Casual,4.41,4.65,307.07,5.46,Medium,93.72,A
4891,24,Male,2.77,6.89,4.02,90.52,RPG,2.32,4.44,298.41,5.14,Medium,70.74,C-
4892,20,Female,5.31,7.29,5.59,94.7,FPS,1.45,6.34,258.35,9.8,High,73.81918798143515,C
4893,22,Female,3.86,4.11,8.19,62.38,RPG,1.59,5.01,282.37,5.99,Medium,56.38,F
4894,22,Female,5.91,5.27,6.68,72.73,RPG,3.48,11.25,249.91,15,Low,60.81,D-
4895,18,Male,7.69,4.63,8.04,72.75,FPS,2.84,10.98,225.12,18.84,Low,43.46,F
4896,22,Female,0.93,9.53,8.27,86.28,FPS,2.43,5.22,315.82,2.82,Medium,100,A
4897,16,Male,5.68,3.88,6.21,77.94,FPS,1.01,11.33,254.13,12.05,Low,40.97,F
4898,24,Other,1.84,2.65,5.79,91.1,FPS,4.38,3.47,307.96,5.5,Medium,67.81,D+
4899,21,Female,3.32,4.29,6.28,75.38,FPS,3.91,6.56,295.58,11.42,Medium,55.71,F
4900,20,Male,0.26,7.03,7.26,68.86,FPS,0.7,3.96,315.75,6.35,Medium,90.72,A-
4901,22,Female,1.09,7.28,5.84,71.64,FPS,1.84,6.3,313.39,7.82,High,86.29,B
4902,20,Female,2.56,9.32,7.87,67.3,FPS,2.71,8.53,299.96,8.01,Medium,99.05,A
4903,20,Male,2.74,8.94,8.52,67.92,Casual,2.27,7.3,291.22,5.96,Medium,100,A
4904,22,Female,7.2,3.59,5.41,68.67,RPG,1.99,11.41,238.7,17.72,Low,33.86,F
4905,22,Male,5.93,5.1,8.82,60.64,RPG,3.59,11.53,250.27,14.52,Low,47.36,F
4906,18,Female,7.78,7.73,7.11,88.64,RPG,0.27,12.97,229.19,17.76,Low,67.29181607743422,D+
4907,18,Male,4.79,9.25,8.39,75.98,FPS,2.36,10.12,267.74,16.05,Medium,94.28,A
4908,18,Male,1.93,4.03,4.52,60.91,Casual,1.31,2.94,290.76,7.14,Medium,59.01,F
4909,21,Male,2.62,5,5.26,74.8,RPG,0.42,6.19,271.58,8.3,Medium,62.04,D-
4910,21,Female,2.56,9.1,5.61,96.21,RPG,2.32,7.47,288.4,7.38,High,94.74,A
4911,18,Female,2.61,4.23,5.51,80.45,Casual,0.86,4.52,286.99,6.19,Medium,53.86,F
4912,18,Other,5.38,5.32,4.86,99.47,Casual,1.29,10.14,271.64,10.05,Low,65.83944946231762,D
4913,23,Male,4.25,9.14,8.34,81.6,FPS,2.54,5.3,271.96,11.12,Medium,96.3559997924435,A
4914,23,Male,3.08,8.22,6.09,98.51,Casual,4.87,6.96,288.66,10.69,Medium,84.08,B
4915,22,Female,1.19,3.19,8.82,68.07,Casual,3.42,6.45,301.6,3.48,Medium,78.86,C+
4916,19,Female,0.18,3.92,6.92,71.6,Casual,1.4,3.34,311.88,0.68,Medium,74.09,C
4917,19,Male,1.75,4.18,4.69,88,FPS,1.91,6.45,290.65,7.8,Medium,74.84,C
4918,18,Male,0.86,9.21,6.73,99.47,Casual,2.03,4.51,297.08,2.9,Medium,100,A
4919,20,Female,6.28,9.99,8.97,93.01,RPG,0.77,10.52,251.9,16.95,Low,99.527831634696,A
4920,18,Male,0.9,7.97,6.83,82.15,RPG,0.8,4.48,312.27,2.03,Medium,96.58,A
4921,23,Female,5.79,5.36,4.01,63.41,FPS,0.74,9.17,265.29,12.65,Low,37.41,F
4922,22,Female,3.09,1.09,8.67,74.58,FPS,2.61,8.3,288.42,9.82,Medium,59.00109858285251,F
4923,18,Female,0.59,7.28,5.17,63.46,FPS,3.37,2.05,315.35,1.26,High,86.56699848827161,B
4924,24,Female,6.5,4.5,7.44,72.45,RPG,2.95,10.42,222.19,14.2,Low,43.18,F
4925,20,Male,4.64,6.7,6.58,70.35,FPS,4.89,6.21,283.4,9.26,Medium,64.03,D
4926,24,Female,1.89,6.46,5.63,75.54,FPS,0.63,5.7,297.71,7.07,Medium,78.55,C+
4927,22,Female,7.16,5.33,5.41,93.49,Casual,4.93,12.98,213.24,19.16,Low,52.03,F
4928,22,Male,0.36,9.5,8.64,66.02,Casual,2.33,1.65,317.94,2.35,Medium,100,A
4929,21,Female,1.61,1.21,8.56,72.24,RPG,1.09,4.72,292.57,3.38,Medium,54.77,F
4930,17,Male,6.02,7.41,6.57,70.44,Casual,4.72,11.03,239.29,17.28,Low,78.02493551993366,C+
4931,24,Female,5.68,4.69,5.29,71.85,RPG,2.34,8.53,254.51,13.3,Low,43.46,F
4932,21,Male,2.31,7.42,4.51,74.42,FPS,1.74,5.91,286.41,8.52,High,78.59,C+
4933,23,Female,0.5,7.08,4.78,69.77,RPG,1.07,2.07,324.27,-0.8,High,74.57,C
4934,16,Male,6.86,1.09,6.61,97.7,RPG,1.34,8.98,236.53,17.12,Low,17.12,F
4935,20,Male,2.51,3.57,5.54,76.8,FPS,4.9,6.94,293.88,6.49,Medium,58.39,F
4936,16,Other,1.57,2.7,4.21,64.56,FPS,1.52,6.71,306.83,4.83,Medium,51.62,F
4937,23,Female,4.13,2.5,6.28,78.71,FPS,4.89,8.36,272.96,11.19,Medium,44.2,F
4938,23,Male,7.28,7.56,7.73,67.38,RPG,1.65,12.46,234.78,13.05,Low,70.61522943822307,C-
4939,16,Male,0.35,3.16,8.46,68.65,FPS,1.16,4.38,317.22,3.41,Medium,75.98,C
4940,24,Male,6.13,5.27,6.93,71.4,Casual,0.92,11.18,261.38,14.23,Low,54.81,F
4941,17,Female,4.58,3.22,7.62,64.99,FPS,2.06,10.49,273.48,14.94,Medium,44.79,F
4942,24,Female,3.4,6.22,5.82,88.84,RPG,1.18,4.81,272.29,8.05,Medium,70.28,C-
4943,16,Female,5.95,7.49,6.48,91.68,Casual,3.48,9.35,237.48,11.61,Low,85.01628588780721,B
4944,24,Female,7.73,3.98,7.65,75.77,Casual,1.2,9.68,219.3,14.83,Low,40.34,F
4945,19,Female,1.83,6.43,7.64,87.56,Casual,4.18,5.16,302.32,0.41,Medium,94.39,A
4946,24,Male,1.15,8.42,6.12,75.56,FPS,4.17,4.65,295.16,8.91,Medium,100,A
4947,22,Male,7.3,1.85,6.72,66.56,Casual,1.43,11.41,225.87,11.65,Low,11.68,F
4948,21,Female,5.35,7.4,8.62,75.89,RPG,3.77,8.55,242.37,11.22,Low,75.70659691397492,C
4949,20,Female,3.5,3.91,7.16,82.28,Casual,4.29,6.12,287.32,9.79,Medium,75.25,C
4950,24,Female,4.59,2.1,7.21,61.64,Casual,2.95,5.81,271.55,12.73,Medium,41.65,F
4951,17,Female,5.96,5.91,7.92,86.18,FPS,1.83,7.13,257.27,16.11,Low,58.8,F
4952,17,Female,6.18,3.04,4.58,89.7,RPG,2.2,8.06,241.09,13.1,Low,22.03,F
4953,24,Female,7.36,8.39,6.61,94.4,FPS,3.93,10.6,214.09,17.34,Low,78.74556737573,C+
4954,18,Male,3.41,1.39,8.8,64.11,FPS,1.47,6.5,270.73,7.75,Medium,45.46,F
4955,23,Male,2.35,1.89,5.81,60,RPG,1.67,4.3,278.33,2.56,Medium,40.65,F
4956,24,Other,5.12,5.69,5.47,62.93,RPG,0.8,10.23,244.98,10.7,Low,48.14,F
4957,23,Female,3.33,6.3,7.01,96.96,RPG,2,7.75,291.41,5.44,Medium,83.46,B
4958,19,Male,4.76,7.57,5.11,90.62,Casual,0.43,7.48,260.41,11.51,High,75.47,C
4959,16,Male,3.36,3.33,6.78,93.42,RPG,1.61,8.34,282.57,8.53,Medium,61.31,D-
4960,19,Male,1.22,8.58,4.78,80.68,Casual,1.87,7.17,316.39,5.04,High,91.87,A-
4961,24,Male,3.76,9.58,6.9,81.07,Casual,1.28,5.99,264.68,9.98,Medium,100,A
4962,17,Female,5.53,5.49,7.01,71.94,Casual,0.51,8.34,259.78,12.96,Low,54.1,F
4963,18,Male,6.39,7.84,6.09,93.71,Casual,2.61,12.35,228.79,17.08,Low,79.09771229809414,C+
4964,23,Female,3.95,5.72,5.91,93.19,RPG,4.33,5.64,275.12,12.37,Medium,62.71,D-
4965,21,Male,1.32,1.63,5.23,75.69,RPG,1.68,2.71,314.84,1.75,Medium,58.27,F
4966,23,Female,3.32,3.94,5.65,73.17,Casual,1.18,6.92,268.77,4.69,Medium,61.55,D-
4967,22,Male,6.29,1.79,6.49,89.53,RPG,1.43,9.63,252.81,13.09,Low,27.71,F
4968,20,Female,3.3,9.9,5.24,61.05,RPG,4.31,4.69,282.65,6.88,High,77.48,C+
4969,24,Female,5.57,3.06,7.91,94.4,Casual,2.64,8.02,248.62,13.24,Low,50.12,F
4970,19,Female,4.06,6.72,7.55,77.85,Casual,0.65,7.15,259.28,11.11,Medium,86.99,B
4971,21,Male,1.93,3.56,5.35,77.65,FPS,3.55,7.04,299.26,4.29,Medium,62.49,D-
4972,17,Male,6.37,6.88,4.49,86.76,RPG,0.77,10.91,248.5,12.58,Low,65.78,D
4973,17,Male,0.67,2.89,4,85.83,RPG,0.3,6.24,308.79,6.85,Medium,55.19,F
4974,17,Male,4.2,8.07,6.98,70.64,FPS,1.28,6.86,259.79,10.37,Medium,71.19,C-
4975,22,Female,1.67,2,5.06,97.73,Casual,0.84,4.22,307.58,5.32,Medium,59.69,F
4976,17,Female,0.54,9.06,4.06,99.45,Casual,3.02,3.86,325.37,3.27,High,90.29,A-
4977,17,Female,4.02,8.56,5.8,81.04,FPS,2.42,5.06,281.3,8.86,High,79.16,C+
4978,24,Female,4,7.11,8.81,82.46,FPS,3.62,6.04,287.89,8.57,Medium,88.55,B+
4979,22,Male,5.66,1.61,7.45,82.17,Casual,2.56,7.72,245.56,10.93,Low,34.86,F
4980,18,Male,5.96,2.88,8.29,79.43,FPS,2.1,7.27,234.33,11.5,Low,50.67,F
4981,18,Male,5.82,8.73,4.72,97.81,RPG,2.63,9.1,254.27,17.61,High,84.20827357452795,B
4982,22,Female,3.28,2.1,4.37,69.79,FPS,2.17,8.81,276.61,12.93,Medium,31.68,F
4983,20,Female,5.05,2.4,4.06,64.32,Casual,0.19,6.07,269.28,12.46,Low,27.98,F
4984,21,Male,4.62,5.9,8.78,97.18,Casual,3.4,8.76,254.19,11.18,Medium,79.07,C+
4985,23,Male,3.37,3.47,5.5,68.52,FPS,4.81,8.77,269.92,10.57,Medium,50.88,F
4986,24,Female,4.78,3,6.3,89.97,Casual,2.11,6.32,263.32,7.48,Medium,42.92,F
4987,16,Female,7.58,6.18,5.97,68.15,Casual,2.12,13.17,230.79,19.95,Low,41.01,F
4988,18,Female,1.54,4.35,7.65,98.41,RPG,0.23,6.63,308.27,5.14,Medium,94.35,A
4989,22,Male,7.25,2.27,5.55,91.64,FPS,4.45,9.32,232.02,15.57,Low,17.7,F
4990,21,Male,0.43,5.81,6.68,96.75,Casual,4.65,5.96,295.67,3.82,Medium,80.49,B-
4991,22,Other,2.47,4.48,8.98,98.04,FPS,4.07,7.49,324.88,7.09,Medium,76.73,C
4992,23,Female,2.31,7.61,6.22,63.38,RPG,0.53,3.87,292.62,7.01,Medium,82.39,B-
4993,21,Male,5.01,1.92,6.76,77.34,FPS,4.5,10.16,288.77,15.78,Low,31.3,F
4994,18,Female,1.05,6.59,6.51,85.92,RPG,0.12,4.76,306.14,5.67,Medium,95.84,A
4995,17,Female,7.06,4.93,8.02,92.1,FPS,2.22,12.14,224.75,16.79,Low,53.56,F
4996,22,Male,6.63,4.65,5.33,69.66,RPG,2.5,10.72,237.27,13.17,Low,37.81,F
4997,16,Male,5.22,3.09,4.85,96.58,FPS,4.17,8.18,268.37,12,Low,56.01,F
4998,18,Male,3.67,1.27,7.77,68.84,RPG,3.75,7.68,282.15,9.19,Medium,35.96,F
4999,19,Male,7.46,8.63,6.08,94.65,Casual,3.99,11.64,233.56,18.66,Low,60.52003752603707,D-
5000,16,Female,6.65,3.94,8.57,80.51,FPS,4.34,11.48,239.59,14.43,Low,62.45085511210443,D-
5001,20,Male,3.99,7.13,7.22,80.62,Casual,2.38,9.14,273.41,8.78,Medium,82.57,B-
5002,18,Female,5.61,9.53,6.82,74.96,FPS,3.9,9.93,251.19,13.98,Low,91.33042545789291,A-
5003,17,Other,4.54,6.08,4.35,64.14,RPG,0.34,10.49,277.49,13.9,Medium,43.57,F
5004,18,Male,4.7,4.57,7.65,73.88,RPG,2.22,9.59,272.76,12.15,Medium,53.01,F
5005,23,Male,2.65,3.41,7.43,77.07,RPG,0.15,8.2,278.78,10.01,Medium,69.57,D+
5006,21,Female,3.7,9.41,7.2,79.16,FPS,4.58,6.3,260.83,6.15,Medium,93.94,A
5007,22,Female,0.62,7.14,5.34,89.56,FPS,4.79,3.2,300.3,3.48,High,96.66,A
5008,21,Female,2.86,6.99,8.73,74.08,FPS,0.42,5.67,282.12,4.56,Medium,87.33,B+
5009,21,Male,5.57,4.84,5.61,76.26,Casual,2.66,8.77,255.37,18.07,Low,47.01,F
5010,18,Male,7.63,8.61,4.76,96.24,RPG,1.63,13.44,227.89,20.85,High,79.99535151474376,C+
5011,23,Female,7.7,7.42,8.94,90.1,Casual,1.71,9.07,233.9,16.85,Low,64.76444981423793,D
5012,22,Other,4.45,3.55,7.73,60.91,Casual,2.25,7.94,266.45,7.44,Medium,55.42,F
5013,22,Male,4.85,6.4,6.07,92.48,Casual,0.63,6.66,277.76,7.85,Medium,61.22,D-
5014,21,Female,1.49,4.87,8.68,99.6,RPG,0.9,6.54,307.21,9.3,Medium,90.85,A-
5015,20,Male,5.56,1.06,4.46,97.59,FPS,2.89,6.72,253.46,9.38,Low,30.94,F
5016,23,Other,0.57,8.27,4.44,93.44,Casual,0.09,3.85,298.05,3.78,High,87.48,B+
5017,20,Female,2.28,2.11,7.41,85.17,FPS,3,5.25,296.14,9.69,Medium,65.35,D
5018,24,Male,5.35,5.59,4.89,71.13,RPG,1.59,6.81,260.79,11.64,Low,48.59,F
5019,24,Female,2.48,4.03,8.59,86.18,Casual,4.16,5.36,283.1,4.01,Medium,71.71,C-
5020,16,Male,0.4,4.08,8.2,87.82,RPG,3,5.45,303.64,-0.23,Medium,82.58,B-
5021,21,Male,6.65,5.3,5.53,71.26,FPS,3.54,8.34,251.15,14.91,Low,38.07,F
5022,22,Male,2.48,9.97,8.44,70.21,FPS,0.57,8.4,280.55,5.71,Medium,100,A
5023,18,Male,0.5,4.68,4.21,75.88,Casual,1.33,1.79,315.66,1.65,Medium,64.5,D
5024,22,Male,0.6,2.64,6.74,85.65,Casual,4.98,3.05,313.1,0.29,Medium,60.6,D-
5025,22,Female,2.01,6.52,8.68,71.72,Casual,2.17,6.88,300.35,5.25,Medium,80.84,B-
5026,17,Female,1.42,3.13,8.28,82.23,Casual,1.79,4.21,293.35,3.1,Medium,67.55,D+
5027,22,Male,6.19,1.95,5.78,95.97,FPS,4.37,9.59,244.51,13.56,Low,35.33,F
5028,16,Female,2.57,1.45,4.91,71.8,FPS,0.17,4.5,279.49,4.62,Medium,49.49904901756099,F
5029,20,Female,6.44,1.21,5.05,98.64,FPS,2.67,11.02,243.46,15.74,Low,20.4,F
5030,24,Other,1.39,4.88,6.57,78.93,FPS,1.05,3.29,308.36,5.72,Medium,80.31,B-
5031,22,Female,3.94,4.84,6.98,64.04,FPS,1.84,9.18,281.67,9.78,Medium,72.47986378881951,C-
5032,22,Male,5.5,2.67,4.16,62.2,FPS,1,9.2,268.95,13.37,Low,22.39,F
5033,17,Male,5.22,8.06,6.07,73.55,RPG,0.19,8.96,254.72,10.44,Low,78.43577693902378,C+
5034,23,Female,4.81,2.16,8.15,70.35,FPS,2.08,10.48,259.47,9.32,Medium,55.26,F
5035,18,Male,7.4,9.24,6.22,93.75,FPS,3.95,12.26,243.93,18.03,Low,78.8942856947345,C+
5036,23,Male,1.83,6.29,4.85,89.51,Casual,4.76,6.55,303.79,7.78,Medium,88.57,B+
5037,18,Male,3.95,1.25,8.77,95.38,FPS,3.12,9.24,284.97,6.72,Medium,59.04,F
5038,22,Male,7.07,9.67,5.33,83.57,FPS,1.94,8.53,254.69,14.69,High,75.32980580311948,C
5039,17,Male,0.62,3.77,7.99,77.42,FPS,3.85,5.25,304.12,4.42,Medium,73.2,C
5040,19,Female,0.45,5.05,4.97,70.82,Casual,2.53,2.62,322.69,2.56,Medium,65.96,D
5041,21,Male,1.87,3.56,6.12,83.32,RPG,1.84,4.27,291.57,3.76,Medium,74.09,C
5042,24,Female,5.06,7.56,6.45,84.72,RPG,0.9,6.14,274.91,10.76,Low,88.88881444876726,B+
5043,20,Female,2.08,5.37,6.5,75.72,FPS,3.98,7.55,283.16,8.75,Medium,76.1,C
5044,24,Male,1.52,2.19,6.58,97.46,RPG,2.5,6.22,310.94,3.67,Medium,71.41,C-
5045,20,Male,3.67,1.94,5.12,85.6,FPS,4.82,5.37,270.42,11.3,Medium,39.88,F
5046,23,Male,4.91,7.53,6.58,93.5,FPS,4.01,7.55,266.62,8.36,Medium,71.9,C-
5047,16,Male,1.99,3.13,6.41,84.82,RPG,2.1,5.39,308.8,7.48,Medium,65.59,D
5048,22,Male,2.41,2.24,5.04,72.66,Casual,3.7,5.88,284.64,6.66,Medium,46.66,F
5049,19,Male,4.91,5.49,8.94,89.46,FPS,2.27,8.89,246.4,10.78,Medium,70.8,C-
5050,20,Female,7.57,8.22,8.33,69.21,Casual,0.4,10.93,226.57,13.14,Low,75.6788682985935,C
5051,21,Female,5.4,3.51,8.44,83.86,FPS,2.58,9.64,251.33,15.3,Low,62.26,D-
5052,20,Male,6.26,3.49,7.43,76.09,FPS,4.33,11.68,232.04,13.36,Low,46.42,F
5053,16,Male,2.93,8.5,4.8,66,FPS,4.28,5.92,264.75,7.3,High,86.07,B
5054,24,Female,2.18,2.33,6.84,76.53,Casual,2.87,7.56,306.01,7.99,Medium,51.39,F
5055,17,Female,3.63,6.55,8.11,72.41,FPS,1.9,5.73,291.36,13.07,Medium,83.22,B
5056,24,Female,6.46,9.6,4.19,64.49,RPG,0.05,8.07,236.46,13.01,High,77.13491604277326,C+
5057,17,Female,3.65,8.57,6.48,92.95,FPS,1.56,5.85,273.27,8.5,Medium,88.97,B+
5058,24,Male,6.77,1.56,5.98,79.94,RPG,4.95,8.8,246.84,15.38,Low,20.62,F
5059,21,Male,7.91,3.88,5.06,73.85,RPG,3.63,13.84,233.31,19.02,Low,19.83,F
5060,24,Female,0.58,2.28,5.89,80.2,FPS,3.59,3.49,330.83,1.09,Medium,58.52,F
5061,21,Male,0.36,9.54,8.92,90.18,Casual,3.81,4.62,321.9,5.82,Medium,100,A
5062,21,Other,1.2,9.87,7.62,60.73,Casual,3.1,5.68,295.35,3.72,Medium,100,A
5063,17,Female,3.07,3.11,5.5,81.87,FPS,2.93,6.3,291.07,8.69,Medium,54.41228420854964,F
5064,23,Female,1.05,7.03,7.03,79.17,RPG,2.27,3.17,300.42,2.73,Medium,98.91,A
5065,18,Male,6.97,8.57,5.23,95.72,FPS,2.22,10.16,235.7,14.32,High,62.48240949966856,D-
5066,22,Female,0.19,3.1,7.05,82.24,Casual,4.35,3.56,328.85,4.16,Medium,81.03,B-
5067,20,Female,2.53,2.69,8.48,65.49,RPG,1.97,8.3,280.59,8.47,Medium,58.55,F
5068,18,Male,1.48,1.1,6.78,75.55,FPS,4.2,5.32,301.51,0.51,Medium,48.79,F
5069,16,Male,7.45,4.71,7.67,84.84,Casual,4.19,13.3,218.34,18.42,Low,46.33,F
5070,23,Female,5.36,9.09,6.27,61.84,FPS,3.85,9.24,245.79,11.41,Low,83.86178983037294,B
5071,18,Female,7.3,9.13,6.62,95.39,FPS,0.19,9.02,226.93,12.28,Low,75.41616310922666,C
5072,17,Male,7.78,2.15,7.48,62.71,Casual,0.74,10.7,242.94,18.93,Low,15.36,F
5073,16,Male,3.98,2.84,8.06,61.22,FPS,1.57,8.94,272.57,8.91,Medium,51.32,F
5074,19,Female,1.87,4.67,7.3,60.08,FPS,4.24,4.98,324,5.82,Medium,80.55,B-
5075,23,Female,1.55,8.03,8.89,87.35,FPS,4.37,3.05,310.95,5.69,Medium,97.86,A
5076,18,Female,1.78,6.51,8.1,78.24,Casual,0.21,3.26,308.46,3.82,Medium,96.77,A
5077,16,Female,5.67,5.62,7.89,64.11,FPS,1.62,7.86,241.02,12.94,Low,65.74,D
5078,19,Male,0.32,6.33,8.23,94.25,FPS,4.25,4.14,314.63,1.19,Medium,94.74,A
5079,24,Female,0.41,1.87,5.41,68.11,FPS,1.25,5.56,303.65,5.6,Medium,56.51,F
5080,16,Male,4.87,5.3,6.16,73.05,FPS,4.88,8.54,258.46,11.21,Medium,60.22,D-
5081,17,Female,5.14,9.93,6.82,67.11,Casual,2.45,9.87,253.75,13.72,Low,100,A
5082,24,Female,5.32,1.8,6.31,97.07,RPG,4.69,9.55,255.74,15.77,Low,41.79,F
5083,17,Male,2.98,5.67,8.24,90.32,Casual,2.14,6.6,292.5,4.07,Medium,87.31,B+
5084,18,Male,6.45,3.66,4.14,88.96,RPG,1.62,8.52,239.98,12.56,Low,37.77,F
